segment_id,reference,prediction_raw,prediction_norm,error,lossy,lossy_label,type2,recording_type,gender,gender_label,agegrp,age_group,reference_norm,wer,cer,kr,ped,reference_phonemes,prediction_phonemes,sem,ref_len,pred_len,is_empty_prediction
L_SD_F4_MS021_01_00024,ir iš putliosios ląstelės pabyra biologiškai aktyvios medžiagos, ir iš putliosios plastelės pabira biologiškai aktyvios medžiagos.,ir iš putliosios plastelės pabira biologiškai aktyvios medžiagos,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,ir iš putliosios ląstelės pabyra biologiškai aktyvios medžiagos,0.25,0.047619047619047616,0.6666666666666666,0.05813953488372093,ɪr ɪʃ pʊtlʲɪoːsʲoː˖s ɫaːsʲtʲɛlʲeːs pɐbʲiːrɐ bʲoː˖ɫoːɡʲɪʃkɐɪ ɐkʲtʲiːvʲoː˖s mʲɛd͡ʒʲɛɡoːs,ɪr ɪʃ pʊtlʲɪoːsʲoː˖s pɫɐsʲtʲɛlʲeːs pɐbʲɪrɐ bʲoː˖ɫoːɡʲɪʃkɐɪ ɐkʲtʲiːvʲoː˖s mʲɛd͡ʒʲɛɡoːs,0.8346387,63,64,0
L_SD_F4_MS021_01_00026,viena iš svarbiausių yra histaminas kuris padidina," Viena iš svarbiausių yra histaminas, kuris padedina",viena iš svarbiausių yra histaminas kuris padedina,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,viena iš svarbiausių yra histaminas kuris padidina,0.14285714285714285,0.02,0.75,0.016666666666666666,vʲiɛnɐ ɪʃ svɐrʲbʲɛʊsʲuː˖ iːrɐ ɦʲɪstɐmʲɪnɐs kʊrʲɪs pɐdʲɪdʲɪnɐ,vʲiɛnɐ ɪʃ svɐrʲbʲɛʊsʲuː˖ iːrɐ ɦʲɪstɐmʲɪnɐs kʊrʲɪs pɐdʲɛdʲɪnɐ,0.94109166,50,50,0
L_SD_F4_MS021_01_00027,kapiliarų pralaidumą tai todėl iš nosies kapiliarų į nosies sekretą patenka," kapilerų palaidumą, tai todėl iš nuosios kapilerų į nuosios sekretą patenka",kapilerų palaidumą tai todėl iš nuosios kapilerų į nuosios sekretą patenka,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,kapiliarų pralaidumą tai todėl iš nosies kapiliarų į nosies sekretą patenka,0.45454545454545453,0.12,0.5,0.15789473684210525,kɐpʲɪlʲɪɐruː prɐɫɐɪdʊmaː tɐɪ toːdʲeːɫ ɪʃ noːsʲiɛs kɐpʲɪlʲɪɐruː iː noːsʲiɛs sʲɛkʲrʲɛtaː pɐtʲɛŋkɐ,kɐpʲɪlʲɛruː pɐɫɐɪdʊmaː tɐɪ toːdʲeːɫ ɪʃ nuɔsʲoː˖s kɐpʲɪlʲɛruː iː nuɔsʲoː˖s sʲɛkʲrʲɛtaː pɐtʲɛŋkɐ,0.66660297,75,74,0
L_SD_F4_MS021_01_00029,enzinofilai ir dalis notrofilų sergant infekcine sloga, eosinofilai ir dalis neutrofil. Sergant infekcijos logą,eosinofilai ir dalis neutrofil sergant infekcijos logą,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,enzinofilai ir dalis notrofilų sergant infekcine sloga,0.5714285714285714,0.18518518518518517,0.3333333333333333,0.22535211267605634,ɛnʲʑɪnoːfʲɪɫɐɪ ɪr dɐlʲɪs noːtroːfʲɪɫuː sʲɛrɡɐnt ɪnʲfʲɛkʲt͡sʲɪnʲɛ sɫoːɡɐ,ɛoːsʲɪnoːfʲɪɫɐɪ ɪr dɐlʲɪs nʲʊ˖troːfʲɪɫ sʲɛrɡɐnt ɪnʲfʲɛkʲt͡sʲɪjoːs ɫoːɡaː,0.77628684,54,54,0
L_SD_F4_MS021_01_00031,šios ląstelės kraujyje iš to į nosies sekretą nepatenka, žoslaselės skirauja iš tai į nosią sekretą nepatinka.,žoslaselės skirauja iš tai į nosią sekretą nepatinka,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,šios ląstelės kraujyje iš to į nosies sekretą nepatenka,0.6666666666666666,0.2727272727272727,0.16666666666666666,0.2916666666666667,ɕoː˖s ɫaːsʲtʲɛlʲeːs krɐʊjiːjɛ ɪʃ toː iː noːsʲiɛs sʲɛkʲrʲɛtaː nʲɛpɐtʲɛŋkɐ,ʒoːsɫɐsʲɛlʲeːs sʲkʲɪrɐʊjɐ ɪʃ tɐɪ iː noːsʲæː˖ sʲɛkʲrʲɛtaː nʲɛpɐtʲɪŋkɐ,0.5630108,55,52,0
L_SD_F4_MS021_01_00032,ir su kokia gi problema susiduria šiandieninis žmogus, Ir su kiekvienu problema susidara šiandieninis žmogus.,ir su kiekvienu problema susidara šiandieninis žmogus,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,ir su kokia gi problema susiduria šiandieninis žmogus,0.375,0.16981132075471697,0.6,0.1935483870967742,ɪr sʊ koːkʲɛ ɡʲɪ proːblʲɛmɐ sʊsʲɪdʊrʲɛ ɕɛnʲdʲiɛnʲɪnʲɪs ʒmoːɡʊs,ɪr sʊ kʲiɛkʲvʲiɛnʊ proːblʲɛmɐ sʊsʲɪdɐrɐ ɕɛnʲdʲiɛnʲɪnʲɪs ʒmoːɡʊs,0.92586994,53,53,0
L_SD_F4_MS021_01_00034,jis pradeda čiaudėti, ir spradžiavdyti,ir spradžiavdyti,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,jis pradeda čiaudėti,1.0,0.5,0.0,0.52,jɪs prɐdʲɛdɐ t͡ɕɛʊdʲeːtʲɪ,ɪr sprɐd͡ʒʲɛwdʲiːtʲɪ,0.433723,20,16,0
L_SD_F4_MS021_01_00035,kreipiasi į šeimos gydytoją jis jam dažniausiai paskiria vaistų nuo infekcinės slogos," kreipiasi išėjimos gydytoje, jis jam dažniausiai paskiria vaistų nuo infekcinios logos.",kreipiasi išėjimos gydytoje jis jam dažniausiai paskiria vaistų nuo infekcinios logos,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,kreipiasi į šeimos gydytoją jis jam dažniausiai paskiria vaistų nuo infekcinės slogos,0.4166666666666667,0.09411764705882353,0.5,0.09090909090909091,kʲrʲɛɪpʲɛsʲɪ iː ɕɛɪmoːs ɡʲiːdʲiːtoːjaː jɪs jɐm dɐʒʲnʲɛʊsʲɛɪ pɐsʲkʲɪrʲɛ vɐɪstuː nuɔ ɪnʲfʲɛkʲt͡sʲɪnʲeːs sɫoːɡoːs,kʲrʲɛɪpʲɛsʲɪ ɪɕeːjɪmoːs ɡʲiːdʲiːtoːjɛ jɪs jɐm dɐʒʲnʲɛʊsʲɛɪ pɐsʲkʲɪrʲɛ vɐɪstuː nuɔ ɪnʲfʲɛkʲt͡sʲɪnʲoː˖s ɫoːɡoːs,0.7102933,85,85,0
L_SD_F4_MS021_01_00037,jis juos geria vieną antrą savaitę tada grįšta pas šeimos gydytoją ir jis jį nukreipia pas alergologą galbūt šį procesą būtų galima pagerinti pagreitinti tai šeimos gydytojas galėtų paskirti kaškokį paprastą tyrimą ir jeigu jisai teigiamas galėtų siųsti," Jis jas geria vieną, antrą savaitę, tada grįžta pa šeimos gydytoje ir jis jį nukreipia pas LRV logą. Begūt šį procesą būtų galima pagerinti, pagreitinti, tai šeimos gydytojas galėtų paskirti kažkokį paprastą tyrimą ir jeigu jisai teigiamas, galėtų siūsti vėl.",jis jas geria vieną antrą savaitę tada grįžta pa šeimos gydytoje ir jis jį nukreipia pas lrv logą begūt šį procesą būtų galima pagerinti pagreitinti tai šeimos gydytojas galėtų paskirti kažkokį paprastą tyrimą ir jeigu jisai teigiamas galėtų siūsti vėl,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,jis juos geria vieną antrą savaitę tada grįšta pas šeimos gydytoją ir jis jį nukreipia pas alergologą galbūt šį procesą būtų galima pagerinti pagreitinti tai šeimos gydytojas galėtų paskirti kaškokį paprastą tyrimą ir jeigu jisai teigiamas galėtų siųsti,0.2631578947368421,0.07509881422924901,0.75,0.07407407407407407,jɪs juɔs ɡʲɛrʲɛ vʲiɛnaː ɐntraː sɐvɐɪtʲæː tɐdɐ ɡʲrʲiːʃtɐ pɐs ɕɛɪmoːs ɡʲiːdʲiːtoːjaː ɪr jɪs jiː nʊkʲrʲɛɪpʲɛ pɐs ɐlʲɛrɡoːɫoːɡaː ɡɐɫbuːt ɕiː proːt͡sʲɛsaː buːtuː ɡɐlʲɪmɐ pɐɡʲɛrʲɪnʲtʲɪ pɐɡʲrʲɛɪtʲɪnʲtʲɪ tɐɪ ɕɛɪmoːs ɡʲiːdʲiːtoːjɐs ɡɐlʲeːtuː pɐsʲkʲɪrʲtʲɪ kɐʃkoːkʲiː pɐprɐstaː tʲiːrʲɪmaː ɪr jɛɪɡʊ jɪsɐɪ tʲɛɪɡʲɛmɐs ɡɐlʲeːtuː sʲuː˖sʲtʲɪ,jɪs jɐs ɡʲɛrʲɛ vʲiɛnaː ɐntraː sɐvɐɪtʲæː tɐdɐ ɡʲrʲiːʒtɐ pɐ ɕɛɪmoːs ɡʲiːdʲiːtoːjɛ ɪr jɪs jiː nʊkʲrʲɛɪpʲɛ pɐs ɫrv ɫoːɡaː bʲɛɡuːt ɕiː proːt͡sʲɛsaː buːtuː ɡɐlʲɪmɐ pɐɡʲɛrʲɪnʲtʲɪ pɐɡʲrʲɛɪtʲɪnʲtʲɪ tɐɪ ɕɛɪmoːs ɡʲiːdʲiːtoːjɐs ɡɐlʲeːtuː pɐsʲkʲɪrʲtʲɪ kɐʒkoːkʲiː pɐprɐstaː tʲiːrʲɪmaː ɪr jɛɪɡʊ jɪsɐɪ tʲɛɪɡʲɛmɐs ɡɐlʲeːtuː sʲuː˖sʲtʲɪ vʲeːɫ,0.9375924,253,252,0
L_SD_F4_MS021_01_00043,pacijentą pas alergologą ir jeigu neigiamas paskirti vaistą nuo infekcinės slogos," pacientą pas alergologą ir jeigu neįgiamas, paskaita vaistų nuo infekcijos logos.",pacientą pas alergologą ir jeigu neįgiamas paskaita vaistų nuo infekcijos logos,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,pacijentą pas alergologą ir jeigu neigiamas paskirti vaistą nuo infekcinės slogos,0.5454545454545454,0.1111111111111111,0.25,0.14285714285714285,pɐt͡sʲɪjɛntaː pɐs ɐlʲɛrɡoːɫoːɡaː ɪr jɛɪɡʊ nʲɛɪɡʲɛmɐs pɐsʲkʲɪrʲtʲɪ vɐɪstaː nuɔ ɪnʲfʲɛkʲt͡sʲɪnʲeːs sɫoːɡoːs,pɐt͡sʲiɛntaː pɐs ɐlʲɛrɡoːɫoːɡaː ɪr jɛɪɡʊ nʲɛiːɡʲɛmɐs pɐskɐɪtɐ vɐɪstuː nuɔ ɪnʲfʲɛkʲt͡sʲɪjoːs ɫoːɡoːs,0.8545537,81,79,0
L_SD_F4_MS021_01_00044,tai pabandysime šiandien isiaiškinti koks tai tyrimas galėtų būti," Tai pamanysime šiandien išsiaiškinti, koks tai tyrimas galėtų būti.",tai pamanysime šiandien išsiaiškinti koks tai tyrimas galėtų būti,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,tai pabandysime šiandien isiaiškinti koks tai tyrimas galėtų būti,0.2222222222222222,0.046153846153846156,0.6666666666666666,0.04819277108433735,tɐɪ pɐbɐnʲdʲiːsʲɪmʲɛ ɕɛnʲdʲiɛn ɪsʲɛɪɕkʲɪnʲtʲɪ koːks tɐɪ tʲiːrʲɪmɐs ɡɐlʲeːtuː buːtʲɪ,tɐɪ pɐmɐnʲiːsʲɪmʲɛ ɕɛnʲdʲiɛn ɪɕsʲɛɪɕkʲɪnʲtʲɪ koːks tɐɪ tʲiːrʲɪmɐs ɡɐlʲeːtuː buːtʲɪ,0.97712433,65,65,0
L_SD_F4_MS021_01_00045,taigi mano darbo tikslas," Taigi, mano darbo tikslas",taigi mano darbo tikslas,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,taigi mano darbo tikslas,0.0,0.0,1.0,0.0,tɐɪɡʲɪ mɐnoː dɐrboː tʲɪksɫɐs,tɐɪɡʲɪ mɐnoː dɐrboː tʲɪksɫɐs,1.0,24,24,0
L_SD_F4_MS021_01_00046,lyginant alerginio rinito diagnostikai reikalingus tyrimus, lyginant alerginio linto diagnostiką ir reikalingus tyrimus.,lyginant alerginio linto diagnostiką ir reikalingus tyrimus,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,lyginant alerginio rinito diagnostikai reikalingus tyrimus,0.5,0.08620689655172414,0.6666666666666666,0.09090909090909091,lʲiːɡʲɪnɐnt ɐlʲɛrʲɡʲɪnʲoː˖ rʲɪnʲɪtoː dʲɛɡnoːsʲtʲɪkɐɪ rʲɛɪkɐlʲɪŋɡʊs tʲiːrʲɪmʊs,lʲiːɡʲɪnɐnt ɐlʲɛrʲɡʲɪnʲoː˖ lʲɪntoː dʲɛɡnoːsʲtʲɪkaː ɪr rʲɛɪkɐlʲɪŋɡʊs tʲiːrʲɪmʊs,0.9578371,58,59,0
L_SD_F4_MS021_01_00047,išnagrinėti nosies sekreto tyrimo ryšį su kitais tyrimais, išnaginėti nuosio sekreto tyrimo ryšius kitais tyrimus.,išnaginėti nuosio sekreto tyrimo ryšius kitais tyrimus,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,išnagrinėti nosies sekreto tyrimo ryšį su kitais tyrimais,0.625,0.15789473684210525,0.42857142857142855,0.16455696202531644,ɪʃnɐɡʲrʲɪnʲeːtʲɪ noːsʲiɛs sʲɛkʲrʲɛtoː tʲiːrʲɪmoː rʲiːɕiː sʊ kʲɪtɐɪs tʲiːrʲɪmɐɪs,ɪʃnɐɡʲɪnʲeːtʲɪ nuɔsʲoː˖ sʲɛkʲrʲɛtoː tʲiːrʲɪmoː rʲiːɕʊ˖s kʲɪtɐɪs tʲiːrʲɪmʊs,0.83563054,57,54,0
L_SD_F4_MS021_01_00049,tai šiai ligai diagnozuoti reikalingi tyrimai, Tai šiai lygai diagnozuoti reikalingi tyrimai.,tai šiai lygai diagnozuoti reikalingi tyrimai,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,tai šiai ligai diagnozuoti reikalingi tyrimai,0.16666666666666666,0.022222222222222223,0.8,0.03773584905660377,tɐɪ ɕɛɪ lʲɪɡɐɪ dʲɛɡnoːzuɔtʲɪ rʲɛɪkɐlʲɪŋɡʲɪ tʲiːrʲɪmɐɪ,tɐɪ ɕɛɪ lʲiːɡɐɪ dʲɛɡnoːzuɔtʲɪ rʲɛɪkɐlʲɪŋɡʲɪ tʲiːrʲɪmɐɪ,0.8417448,45,45,0
