segment_id,reference,prediction_raw,prediction_norm,error,lossy,lossy_label,type2,recording_type,gender,gender_label,agegrp,age_group,reference_norm,wer,cer,kr,ped,reference_phonemes,prediction_phonemes,sem,ref_len,pred_len,is_empty_prediction
L_SD_F4_MS021_01_00018,jie prisijungia tada prisijungia ir elergenas ir,jie prisijungia tada prisijungia ir alergenas ir,jie prisijungia tada prisijungia ir alergenas ir,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,jie prisijungia tada prisijungia ir elergenas ir,0.14285714285714285,0.020833333333333332,0.6666666666666666,0.017543859649122806,jiɛ pʲrʲɪsʲɪjʊŋɡʲɛ tɐdɐ pʲrʲɪsʲɪjʊŋɡʲɛ ɪr ɛlʲɛrʲɡʲɛnɐs ɪr,jiɛ pʲrʲɪsʲɪjʊŋɡʲɛ tɐdɐ pʲrʲɪsʲɪjʊŋɡʲɛ ɪr ɐlʲɛrʲɡʲɛnɐs ɪr,0.72642106,48,48,0
L_SD_F4_MS021_01_00021,jiems susijugus įvyksta alerginė reakcija,siems susijungus įvyksta alevinė reakcija,siems susijungus įvyksta alevinė reakcija,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,jiems susijugus įvyksta alerginė reakcija,0.6,0.0975609756097561,0.4,0.1111111111111111,jiɛms sʊsʲɪjʊɡʊs iːvʲiːkstɐ ɐlʲɛrʲɡʲɪnʲeː rʲɛkʲt͡sʲɪjɐ,sʲiɛms sʊsʲɪjʊŋɡʊs iːvʲiːkstɐ ɐlʲɛvʲɪnʲeː rʲɛkʲt͡sʲɪjɐ,0.4343391,41,41,0
L_SD_F4_MS021_01_00023,ląstelės sprogimas,ląstelės progimas,ląstelės progimas,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,ląstelės sprogimas,0.5,0.05555555555555555,0.5,0.04,ɫaːsʲtʲɛlʲeːs sproːɡʲɪmɐs,ɫaːsʲtʲɛlʲeːs proːɡʲɪmɐs,0.72309613,18,17,0
L_SD_F4_MS021_01_00024,ir iš putliosios ląstelės pabyra biologiškai aktyvios medžiagos,ir į užkutliuosius ląstelės pabyra biologiškai aktyvios medžiagos,ir į užkutliuosius ląstelės pabyra biologiškai aktyvios medžiagos,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,ir iš putliosios ląstelės pabyra biologiškai aktyvios medžiagos,0.25,0.1111111111111111,0.8333333333333334,0.10465116279069768,ɪr ɪʃ pʊtlʲɪoːsʲoː˖s ɫaːsʲtʲɛlʲeːs pɐbʲiːrɐ bʲoː˖ɫoːɡʲɪʃkɐɪ ɐkʲtʲiːvʲoː˖s mʲɛd͡ʒʲɛɡoːs,ɪr iː ʊʒkʊtlʲɪuɔsʲʊ˖s ɫaːsʲtʲɛlʲeːs pɐbʲiːrɐ bʲoː˖ɫoːɡʲɪʃkɐɪ ɐkʲtʲiːvʲoː˖s mʲɛd͡ʒʲɛɡoːs,0.8651952,63,65,0
L_SD_F4_MS021_01_00026,viena iš svarbiausių yra histaminas kuris padidina,įviena iš svarbiausių yra histaminas kuris padidina,įviena iš svarbiausių yra histaminas kuris padidina,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,viena iš svarbiausių yra histaminas kuris padidina,0.14285714285714285,0.02,0.75,0.03333333333333333,vʲiɛnɐ ɪʃ svɐrʲbʲɛʊsʲuː˖ iːrɐ ɦʲɪstɐmʲɪnɐs kʊrʲɪs pɐdʲɪdʲɪnɐ,iːvʲiɛnɐ ɪʃ svɐrʲbʲɛʊsʲuː˖ iːrɐ ɦʲɪstɐmʲɪnɐs kʊrʲɪs pɐdʲɪdʲɪnɐ,0.9865508,50,51,0
L_SD_F4_MS021_01_00027,kapiliarų pralaidumą tai todėl iš nosies kapiliarų į nosies sekretą patenka,kapiliarų palaidumą tai todėl iš nosios kapiliarų į nosio sekretą patenka,kapiliarų palaidumą tai todėl iš nosios kapiliarų į nosio sekretą patenka,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,kapiliarų pralaidumą tai todėl iš nosies kapiliarų į nosies sekretą patenka,0.2727272727272727,0.05333333333333334,0.6666666666666666,0.07368421052631578,kɐpʲɪlʲɪɐruː prɐɫɐɪdʊmaː tɐɪ toːdʲeːɫ ɪʃ noːsʲiɛs kɐpʲɪlʲɪɐruː iː noːsʲiɛs sʲɛkʲrʲɛtaː pɐtʲɛŋkɐ,kɐpʲɪlʲɪɐruː pɐɫɐɪdʊmaː tɐɪ toːdʲeːɫ ɪʃ noːsʲoː˖s kɐpʲɪlʲɪɐruː iː noːsʲoː˖ sʲɛkʲrʲɛtaː pɐtʲɛŋkɐ,0.86135256,75,73,0
L_SD_F4_MS021_01_00029,enzinofilai ir dalis notrofilų sergant infekcine sloga,euzinofilai ir dalis neutrofilų sergant infekcinę slagą,euzinofilai ir dalis neutrofilų sergant infekcinę slagą,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,enzinofilai ir dalis notrofilų sergant infekcine sloga,0.5714285714285714,0.1111111111111111,0.3333333333333333,0.15492957746478872,ɛnʲʑɪnoːfʲɪɫɐɪ ɪr dɐlʲɪs noːtroːfʲɪɫuː sʲɛrɡɐnt ɪnʲfʲɛkʲt͡sʲɪnʲɛ sɫoːɡɐ,ɛʊʑɪnoːfʲɪɫɐɪ ɪr dɐlʲɪs nʲʊ˖troːfʲɪɫuː sʲɛrɡɐnt ɪnʲfʲɛkʲt͡sʲɪnʲæː sɫɐɡaː,0.8220359,54,55,0
L_SD_F4_MS021_01_00031,šios ląstelės kraujyje iš to į nosies sekretą nepatenka,žuos ląstelės skirauja iš to į nosio sekretą nepatenka,žuos ląstelės skirauja iš to į nosio sekretą nepatenka,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,šios ląstelės kraujyje iš to į nosies sekretą nepatenka,0.3333333333333333,0.16363636363636364,0.5,0.20833333333333334,ɕoː˖s ɫaːsʲtʲɛlʲeːs krɐʊjiːjɛ ɪʃ toː iː noːsʲiɛs sʲɛkʲrʲɛtaː nʲɛpɐtʲɛŋkɐ,ʒuɔs ɫaːsʲtʲɛlʲeːs sʲkʲɪrɐʊjɐ ɪʃ toː iː noːsʲoː˖ sʲɛkʲrʲɛtaː nʲɛpɐtʲɛŋkɐ,0.8117445,55,54,0
L_SD_F4_MS021_01_00032,ir su kokia gi problema susiduria šiandieninis žmogus,ir su kiekviena problema susiduria šiandieninis žmogus,ir su kiekviena problema susiduria šiandieninis žmogus,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,ir su kokia gi problema susiduria šiandieninis žmogus,0.25,0.1320754716981132,0.8,0.14516129032258066,ɪr sʊ koːkʲɛ ɡʲɪ proːblʲɛmɐ sʊsʲɪdʊrʲɛ ɕɛnʲdʲiɛnʲɪnʲɪs ʒmoːɡʊs,ɪr sʊ kʲiɛkʲvʲiɛnɐ proːblʲɛmɐ sʊsʲɪdʊrʲɛ ɕɛnʲdʲiɛnʲɪnʲɪs ʒmoːɡʊs,0.9007294,53,54,0
L_SD_F4_MS021_01_00034,jis pradeda čiaudėti,jis pradeda čia audyti,jis pradeda čia audyti,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,jis pradeda čiaudėti,0.6666666666666666,0.15,0.5,0.12,jɪs prɐdʲɛdɐ t͡ɕɛʊdʲeːtʲɪ,jɪs prɐdʲɛdɐ t͡ɕɛ ɐʊdʲiːtʲɪ,0.61777574,20,22,0
L_SD_F4_MS021_01_00035,kreipiasi į šeimos gydytoją jis jam dažniausiai paskiria vaistų nuo infekcinės slogos,kreipiasi iš šeimos gydytoja jis jam dažniausiai paskiria vaistų nuo infekcinės logos,kreipiasi iš šeimos gydytoja jis jam dažniausiai paskiria vaistų nuo infekcinės logos,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,kreipiasi į šeimos gydytoją jis jam dažniausiai paskiria vaistų nuo infekcinės slogos,0.25,0.047058823529411764,0.75,0.045454545454545456,kʲrʲɛɪpʲɛsʲɪ iː ɕɛɪmoːs ɡʲiːdʲiːtoːjaː jɪs jɐm dɐʒʲnʲɛʊsʲɛɪ pɐsʲkʲɪrʲɛ vɐɪstuː nuɔ ɪnʲfʲɛkʲt͡sʲɪnʲeːs sɫoːɡoːs,kʲrʲɛɪpʲɛsʲɪ ɪʃ ɕɛɪmoːs ɡʲiːdʲiːtoːjɐ jɪs jɐm dɐʒʲnʲɛʊsʲɛɪ pɐsʲkʲɪrʲɛ vɐɪstuː nuɔ ɪnʲfʲɛkʲt͡sʲɪnʲeːs ɫoːɡoːs,0.87871087,85,85,0
L_SD_F4_MS021_01_00037,jis juos geria vieną antrą savaitę tada grįšta pas šeimos gydytoją ir jis jį nukreipia pas alergologą galbūt šį procesą būtų galima pagerinti pagreitinti tai šeimos gydytojas galėtų paskirti kaškokį paprastą tyrimą ir jeigu jisai teigiamas galėtų siųsti,jis juos geria vieną antrą savaitę tada grįžta po šeimos gydytoją ir jis jį nukreipia pas alergologą galbūt šį procesą būtų galima pagerinti pagreitinti tai šeimos gydytojas galėtų paskirti kažkokį paprastą tyrimą ir jeigu jisai teigiamas galėtų siųsti,jis juos geria vieną antrą savaitę tada grįžta po šeimos gydytoją ir jis jį nukreipia pas alergologą galbūt šį procesą būtų galima pagerinti pagreitinti tai šeimos gydytojas galėtų paskirti kažkokį paprastą tyrimą ir jeigu jisai teigiamas galėtų siųsti,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,jis juos geria vieną antrą savaitę tada grįšta pas šeimos gydytoją ir jis jį nukreipia pas alergologą galbūt šį procesą būtų galima pagerinti pagreitinti tai šeimos gydytojas galėtų paskirti kaškokį paprastą tyrimą ir jeigu jisai teigiamas galėtų siųsti,0.07894736842105263,0.015810276679841896,0.875,0.012345679012345678,jɪs juɔs ɡʲɛrʲɛ vʲiɛnaː ɐntraː sɐvɐɪtʲæː tɐdɐ ɡʲrʲiːʃtɐ pɐs ɕɛɪmoːs ɡʲiːdʲiːtoːjaː ɪr jɪs jiː nʊkʲrʲɛɪpʲɛ pɐs ɐlʲɛrɡoːɫoːɡaː ɡɐɫbuːt ɕiː proːt͡sʲɛsaː buːtuː ɡɐlʲɪmɐ pɐɡʲɛrʲɪnʲtʲɪ pɐɡʲrʲɛɪtʲɪnʲtʲɪ tɐɪ ɕɛɪmoːs ɡʲiːdʲiːtoːjɐs ɡɐlʲeːtuː pɐsʲkʲɪrʲtʲɪ kɐʃkoːkʲiː pɐprɐstaː tʲiːrʲɪmaː ɪr jɛɪɡʊ jɪsɐɪ tʲɛɪɡʲɛmɐs ɡɐlʲeːtuː sʲuː˖sʲtʲɪ,jɪs juɔs ɡʲɛrʲɛ vʲiɛnaː ɐntraː sɐvɐɪtʲæː tɐdɐ ɡʲrʲiːʒtɐ poː ɕɛɪmoːs ɡʲiːdʲiːtoːjaː ɪr jɪs jiː nʊkʲrʲɛɪpʲɛ pɐs ɐlʲɛrɡoːɫoːɡaː ɡɐɫbuːt ɕiː proːt͡sʲɛsaː buːtuː ɡɐlʲɪmɐ pɐɡʲɛrʲɪnʲtʲɪ pɐɡʲrʲɛɪtʲɪnʲtʲɪ tɐɪ ɕɛɪmoːs ɡʲiːdʲiːtoːjɐs ɡɐlʲeːtuː pɐsʲkʲɪrʲtʲɪ kɐʒkoːkʲiː pɐprɐstaː tʲiːrʲɪmaː ɪr jɛɪɡʊ jɪsɐɪ tʲɛɪɡʲɛmɐs ɡɐlʲeːtuː sʲuː˖sʲtʲɪ,0.9964005,253,252,0
L_SD_F4_MS021_01_00043,pacijentą pas alergologą ir jeigu neigiamas paskirti vaistą nuo infekcinės slogos,pacientą pas alergologą ir jie jeigu neigiamas paskaita vaistų nuo infekcinės logos,pacientą pas alergologą ir jie jeigu neigiamas paskaita vaistų nuo infekcinės logos,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,pacijentą pas alergologą ir jeigu neigiamas paskirti vaistą nuo infekcinės slogos,0.45454545454545453,0.12345679012345678,0.5,0.13333333333333333,pɐt͡sʲɪjɛntaː pɐs ɐlʲɛrɡoːɫoːɡaː ɪr jɛɪɡʊ nʲɛɪɡʲɛmɐs pɐsʲkʲɪrʲtʲɪ vɐɪstaː nuɔ ɪnʲfʲɛkʲt͡sʲɪnʲeːs sɫoːɡoːs,pɐt͡sʲiɛntaː pɐs ɐlʲɛrɡoːɫoːɡaː ɪr jiɛ jɛɪɡʊ nʲɛɪɡʲɛmɐs pɐskɐɪtɐ vɐɪstuː nuɔ ɪnʲfʲɛkʲt͡sʲɪnʲeːs ɫoːɡoːs,0.83387786,81,83,0
L_SD_F4_MS021_01_00044,tai pabandysime šiandien isiaiškinti koks tai tyrimas galėtų būti,tai pamanysime šiandien išsiaiškinai koks tai tyrimas galėtų būti,tai pamanysime šiandien išsiaiškinai koks tai tyrimas galėtų būti,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,tai pabandysime šiandien isiaiškinti koks tai tyrimas galėtų būti,0.2222222222222222,0.06153846153846154,0.6666666666666666,0.08433734939759036,tɐɪ pɐbɐnʲdʲiːsʲɪmʲɛ ɕɛnʲdʲiɛn ɪsʲɛɪɕkʲɪnʲtʲɪ koːks tɐɪ tʲiːrʲɪmɐs ɡɐlʲeːtuː buːtʲɪ,tɐɪ pɐmɐnʲiːsʲɪmʲɛ ɕɛnʲdʲiɛn ɪɕsʲɛɪɕkʲɪnɐɪ koːks tɐɪ tʲiːrʲɪmɐs ɡɐlʲeːtuː buːtʲɪ,0.97178215,65,65,0
L_SD_F4_MS021_01_00045,taigi mano darbo tikslas,taigi mano darbo tikslas,taigi mano darbo tikslas,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,taigi mano darbo tikslas,0.0,0.0,1.0,0.0,tɐɪɡʲɪ mɐnoː dɐrboː tʲɪksɫɐs,tɐɪɡʲɪ mɐnoː dɐrboː tʲɪksɫɐs,0.99999994,24,24,0
L_SD_F4_MS021_01_00046,lyginant alerginio rinito diagnostikai reikalingus tyrimus,lyginant alergininė lintų diagnostiką į reikalingus tyrimus,lyginant alergininė lintų diagnostiką į reikalingus tyrimus,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,lyginant alerginio rinito diagnostikai reikalingus tyrimus,0.6666666666666666,0.13793103448275862,0.5,0.18181818181818182,lʲiːɡʲɪnɐnt ɐlʲɛrʲɡʲɪnʲoː˖ rʲɪnʲɪtoː dʲɛɡnoːsʲtʲɪkɐɪ rʲɛɪkɐlʲɪŋɡʊs tʲiːrʲɪmʊs,lʲiːɡʲɪnɐnt ɐlʲɛrʲɡʲɪnʲɪnʲeː lʲɪntuː dʲɛɡnoːsʲtʲɪkaː iː rʲɛɪkɐlʲɪŋɡʊs tʲiːrʲɪmʊs,0.7440448,58,59,0
L_SD_F4_MS021_01_00047,išnagrinėti nosies sekreto tyrimo ryšį su kitais tyrimais,išnaglinėti nosio sekreto tyrimo ryšiusių kitais tyrimais,išnaglinėti nosio sekreto tyrimo ryšiusių kitais tyrimais,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,išnagrinėti nosies sekreto tyrimo ryšį su kitais tyrimais,0.5,0.12280701754385964,0.5714285714285714,0.1518987341772152,ɪʃnɐɡʲrʲɪnʲeːtʲɪ noːsʲiɛs sʲɛkʲrʲɛtoː tʲiːrʲɪmoː rʲiːɕiː sʊ kʲɪtɐɪs tʲiːrʲɪmɐɪs,ɪʃnɐɡlʲɪnʲeːtʲɪ noːsʲoː˖ sʲɛkʲrʲɛtoː tʲiːrʲɪmoː rʲiːɕʊ˖sʲuː˖ kʲɪtɐɪs tʲiːrʲɪmɐɪs,0.8924097,57,57,0
L_SD_F4_MS021_01_00049,tai šiai ligai diagnozuoti reikalingi tyrimai,tai šiai ligai diagnozuoti reikalingi tyrimai,tai šiai ligai diagnozuoti reikalingi tyrimai,,L,Lossy,SD,Spontaneous-Dictaphone,F,Female,4,26–60,tai šiai ligai diagnozuoti reikalingi tyrimai,0.0,0.0,1.0,0.0,tɐɪ ɕɛɪ lʲɪɡɐɪ dʲɛɡnoːzuɔtʲɪ rʲɛɪkɐlʲɪŋɡʲɪ tʲiːrʲɪmɐɪ,tɐɪ ɕɛɪ lʲɪɡɐɪ dʲɛɡnoːzuɔtʲɪ rʲɛɪkɐlʲɪŋɡʲɪ tʲiːrʲɪmɐɪ,1.0,45,45,0
